      800.000         -NaN          NaN
      800.120         -NaN          NaN
      800.240         -NaN          NaN
      800.360         -NaN          NaN
      800.480         -NaN          NaN
      800.600         -NaN          NaN
      800.720         -NaN          NaN
      800.840         -NaN          NaN
      800.960         -NaN          NaN
      801.080         -NaN          NaN
      801.200         -NaN          NaN
      801.320         -NaN          NaN
      801.440         -NaN          NaN
      801.560         -NaN          NaN
      801.680         -NaN          NaN
      801.800         -NaN          NaN
      801.920         -NaN          NaN
      802.040         -NaN          NaN
      802.160         -NaN          NaN
      802.280         -NaN          NaN
      802.400         -NaN          NaN
      802.520         -NaN          NaN
      802.640         -NaN          NaN
      802.760         -NaN          NaN
      802.880         -NaN          NaN
      803.000         -NaN          NaN
      803.120         -NaN          NaN
      803.240         -NaN          NaN
      803.360         -NaN          NaN
      803.480         -NaN          NaN
      803.600         -NaN          NaN
      803.720         -NaN          NaN
      803.840         -NaN          NaN
      803.960         -NaN          NaN
      804.080         -NaN          NaN
      804.200         -NaN          NaN
      804.320         -NaN          NaN
      804.440         -NaN          NaN
      804.560         -NaN          NaN
      804.680         -NaN          NaN
      804.800         -NaN          NaN
      804.920         -NaN          NaN
      805.040         -NaN          NaN
      805.160         -NaN          NaN
      805.280         -NaN          NaN
      805.400         -NaN          NaN
      805.520         -NaN          NaN
      805.640         -NaN          NaN
      805.760         -NaN          NaN
      805.880         -NaN          NaN
      806.000         -NaN          NaN
      806.120         -NaN          NaN
      806.240         -NaN          NaN
      806.360         -NaN          NaN
      806.480         -NaN          NaN
      806.600         -NaN          NaN
      806.720         -NaN          NaN
      806.840         -NaN          NaN
      806.960         -NaN          NaN
      807.080         -NaN          NaN
      807.200         -NaN          NaN
      807.320         -NaN          NaN
      807.440         -NaN          NaN
      807.560         -NaN          NaN
      807.680         -NaN          NaN
      807.800         -NaN          NaN
      807.920         -NaN          NaN
      808.040         -NaN          NaN
      808.160         -NaN          NaN
      808.280         -NaN          NaN
      808.400         -NaN          NaN
      808.520         -NaN          NaN
      808.640         -NaN          NaN
      808.760         -NaN          NaN
      808.880         -NaN          NaN
      809.000         -NaN          NaN
      809.120         -NaN          NaN
      809.240         -NaN          NaN
      809.360         -NaN          NaN
      809.480         -NaN          NaN
      809.600         -NaN          NaN
      809.720         -NaN          NaN
      809.840         -NaN          NaN
      809.960         -NaN          NaN
      810.080         -NaN          NaN
      810.200         -NaN          NaN
      810.320         -NaN          NaN
      810.440         -NaN          NaN
      810.560         -NaN          NaN
      810.680         -NaN          NaN
      810.800         -NaN          NaN
      810.920         -NaN          NaN
      811.040         -NaN          NaN
      811.160         -NaN          NaN
      811.280         -NaN          NaN
      811.400         -NaN          NaN
      811.520         -NaN          NaN
      811.640         -NaN          NaN
      811.760         -NaN          NaN
      811.880         -NaN          NaN
      812.000         -NaN          NaN
      812.120         -NaN          NaN
      812.240         -NaN          NaN
      812.360         -NaN          NaN
      812.480         -NaN          NaN
      812.600         -NaN          NaN
      812.720         -NaN          NaN
      812.840         -NaN          NaN
      812.960         -NaN          NaN
      813.080         -NaN          NaN
      813.200         -NaN          NaN
      813.320         -NaN          NaN
      813.440         -NaN          NaN
      813.560         -NaN          NaN
      813.680         -NaN          NaN
      813.800         -NaN          NaN
      813.920         -NaN          NaN
      814.040         -NaN          NaN
      814.160         -NaN          NaN
      814.280         -NaN          NaN
      814.400         -NaN          NaN
      814.520         -NaN          NaN
      814.640         -NaN          NaN
      814.760         -NaN          NaN
      814.880         -NaN          NaN
      815.000         -NaN          NaN
      815.120         -NaN          NaN
      815.240         -NaN          NaN
      815.360         -NaN          NaN
      815.480         -NaN          NaN
      815.600         -NaN          NaN
      815.720         -NaN          NaN
      815.840         -NaN          NaN
      815.960         -NaN          NaN
      816.080         -NaN          NaN
      816.200         -NaN          NaN
      816.320         -NaN          NaN
      816.440         -NaN          NaN
      816.560         -NaN          NaN
      816.680         -NaN          NaN
      816.800         -NaN          NaN
      816.920         -NaN          NaN
      817.040         -NaN          NaN
      817.160         -NaN          NaN
      817.280         -NaN          NaN
      817.400         -NaN          NaN
      817.520         -NaN          NaN
      817.640         -NaN          NaN
      817.760         -NaN          NaN
      817.880         -NaN          NaN
      818.000         -NaN          NaN
      818.120         -NaN          NaN
      818.240         -NaN          NaN
      818.360         -NaN          NaN
      818.480         -NaN          NaN
      818.600         -NaN          NaN
      818.720         -NaN          NaN
      818.840         -NaN          NaN
      818.960         -NaN          NaN
      819.080         -NaN          NaN
      819.200         -NaN          NaN
      819.320         -NaN          NaN
      819.440         -NaN          NaN
      819.560         -NaN          NaN
      819.680         -NaN          NaN
      819.800         -NaN          NaN
      819.920         -NaN          NaN
      820.040         -NaN          NaN
      820.160         -NaN          NaN
      820.280         -NaN          NaN
      820.400         -NaN          NaN
      820.520         -NaN          NaN
      820.640         -NaN          NaN
      820.760         -NaN          NaN
      820.880         -NaN          NaN
      821.000         -NaN          NaN
      821.120         -NaN          NaN
      821.240         -NaN          NaN
      821.360         -NaN          NaN
      821.480         -NaN          NaN
      821.600         -NaN          NaN
      821.720         -NaN          NaN
      821.840         -NaN          NaN
      821.960         -NaN          NaN
      822.080         -NaN          NaN
      822.200         -NaN          NaN
      822.320         -NaN          NaN
      822.440         -NaN          NaN
      822.560         -NaN          NaN
      822.680         -NaN          NaN
      822.800         -NaN          NaN
      822.920         -NaN          NaN
      823.040         -NaN          NaN
      823.160         -NaN          NaN
      823.280         -NaN          NaN
      823.400         -NaN          NaN
      823.520         -NaN          NaN
      823.640         -NaN          NaN
      823.760         -NaN          NaN
      823.880         -NaN          NaN
      824.000         -NaN          NaN
      824.120         -NaN          NaN
      824.240         -NaN          NaN
      824.360         -NaN          NaN
      824.480         -NaN          NaN
      824.600         -NaN          NaN
      824.720         -NaN          NaN
      824.840         -NaN          NaN
      824.960         -NaN          NaN
      825.080         -NaN          NaN
      825.200         -NaN          NaN
      825.320         -NaN          NaN
      825.440         -NaN          NaN
      825.560         -NaN          NaN
      825.680         -NaN          NaN
      825.800         -NaN          NaN
      825.920         -NaN          NaN
      826.040         -NaN          NaN
      826.160         -NaN          NaN
      826.280         -NaN          NaN
      826.400         -NaN          NaN
      826.520         -NaN          NaN
      826.640         -NaN          NaN
      826.760         -NaN          NaN
      826.880         -NaN          NaN
      827.000         -NaN          NaN
      827.120         -NaN          NaN
      827.240         -NaN          NaN
      827.360         -NaN          NaN
      827.480         -NaN          NaN
      827.600         -NaN          NaN
      827.720         -NaN          NaN
      827.840         -NaN          NaN
      827.960         -NaN          NaN
      828.080         -NaN          NaN
      828.200         -NaN          NaN
      828.320         -NaN          NaN
      828.440         -NaN          NaN
      828.560         -NaN          NaN
      828.680         -NaN          NaN
      828.800         -NaN          NaN
      828.920         -NaN          NaN
      829.040         -NaN          NaN
      829.160         -NaN          NaN
      829.280         -NaN          NaN
      829.400         -NaN          NaN
      829.520         -NaN          NaN
      829.640         -NaN          NaN
      829.760         -NaN          NaN
      829.880         -NaN          NaN
      830.000         -NaN          NaN
      830.120         -NaN          NaN
      830.240         -NaN          NaN
      830.360         -NaN          NaN
      830.480         -NaN          NaN
      830.600         -NaN          NaN
      830.720         -NaN          NaN
      830.840         -NaN          NaN
      830.960         -NaN          NaN
      831.080         -NaN          NaN
      831.200         -NaN          NaN
      831.320         -NaN          NaN
      831.440         -NaN          NaN
      831.560         -NaN          NaN
      831.680         -NaN          NaN
      831.800         -NaN          NaN
      831.920         -NaN          NaN
      832.040         -NaN          NaN
      832.160         -NaN          NaN
      832.280         -NaN          NaN
      832.400         -NaN          NaN
      832.520         -NaN          NaN
      832.640         -NaN          NaN
      832.760         -NaN          NaN
      832.880         -NaN          NaN
      833.000         -NaN          NaN
      833.120         -NaN          NaN
      833.240         -NaN          NaN
      833.360         -NaN          NaN
      833.480         -NaN          NaN
      833.600         -NaN          NaN
      833.720         -NaN          NaN
      833.840         -NaN          NaN
      833.960         -NaN          NaN
      834.080         -NaN          NaN
      834.200         -NaN          NaN
      834.320         -NaN          NaN
      834.440         -NaN          NaN
      834.560         -NaN          NaN
      834.680         -NaN          NaN
      834.800         -NaN          NaN
      834.920         -NaN          NaN
      835.040         -NaN          NaN
      835.160         -NaN          NaN
      835.280         -NaN          NaN
      835.400         -NaN          NaN
      835.520         -NaN          NaN
      835.640         -NaN          NaN
      835.760         -NaN          NaN
      835.880         -NaN          NaN
      836.000         -NaN          NaN
      836.120         -NaN          NaN
      836.240         -NaN          NaN
      836.360         -NaN          NaN
      836.480         -NaN          NaN
      836.600         -NaN          NaN
      836.720         -NaN          NaN
      836.840         -NaN          NaN
      836.960         -NaN          NaN
      837.080         -NaN          NaN
      837.200         -NaN          NaN
      837.320         -NaN          NaN
      837.440         -NaN          NaN
      837.560         -NaN          NaN
      837.680         -NaN          NaN
      837.800         -NaN          NaN
      837.920         -NaN          NaN
      838.040         -NaN          NaN
      838.160         -NaN          NaN
      838.280         -NaN          NaN
      838.400         -NaN          NaN
      838.520         -NaN          NaN
      838.640         -NaN          NaN
      838.760         -NaN          NaN
      838.880         -NaN          NaN
      839.000         -NaN          NaN
      839.120         -NaN          NaN
      839.240         -NaN          NaN
      839.360         -NaN          NaN
      839.480         -NaN          NaN
      839.600         -NaN          NaN
      839.720         -NaN          NaN
      839.840         -NaN          NaN
      839.960         -NaN          NaN
      840.080         -NaN          NaN
      840.200         -NaN          NaN
      840.320         -NaN          NaN
      840.440         -NaN          NaN
      840.560         -NaN          NaN
      840.680         -NaN          NaN
      840.800         -NaN          NaN
      840.920         -NaN          NaN
      841.040         -NaN          NaN
      841.160         -NaN          NaN
      841.280         -NaN          NaN
      841.400         -NaN          NaN
      841.520         -NaN          NaN
      841.640         -NaN          NaN
      841.760         -NaN          NaN
